44,2,553,1736,44,216,261,781.3,3.909,1.836,1806,0.02749,48.03,4.803,6.802,0.2649,10.44,8.573,nan,4.128,nan,nan,nan,961,176.2
45,2,1424,1885,58,1180,1380,4231,8.988,1.822,9777,0.1602,1516,151.6,8.592,0.3551,36.47,18.06,37.81,13.98,330.7,2133,835.5,5220,806.3
46,2,1347,1336,67,742,1245,3896,8.537,1.77,9003,0.1201,1046,104.6,23.07,1.155,22.77,22.77,32.55,12.41,2229,1.919e+04,7801,2589,313.6
47,2,1231,1605,26,147,155,602.7,3.012,1.718,1393,0.01845,24.87,2.487,7.217,0.3607,8.774,8.774,nan,2.526,nan,nan,nan,869.6,185.2
48,2,451,1824,44,931,1102,4818,8.032,1.716,1.114e+04,0.1587,1709,170.9,14.12,0.6697,44.15,20.62,45.77,19.48,949.5,6185,2767,5162,830.2
49,2,931,1781,43,175,283,727,4.07,1.705,1680,0.02969,48.26,4.826,5.111,0.176,14.57,9.824,8.257,10.88,148.7,5177,6851,675.6,125.4
50,2,462,1821,41,295,311,1165,4.267,1.7,2692,0.03602,93.84,9.384,5.202,0.1942,20.04,9.767,14.39,11.02,167.5,4807,3728,1699,289.7
51,2,515,1741,43,424,636,2536,6.102,1.695,5860,0.0978,554.5,55.45,10.48,0.4721,15.13,12.66,14,9.531,303.6,3208,2227,2823,471.9
52,2,781,1539,43,400,441,1717,5.081,1.689,3967,0.05696,218.6,21.86,10.65,0.5175,41.07,11.76,31.08,34.51,1029,1.868e+04,2.09e+04,2415,468.9
53,2,1031,1345,55,445,461,1642,5.195,1.689,3794,0.0527,193.5,19.35,8.755,0.3924,30.22,13.82,28.17,18.2,659.1,1.293e+04,8531,2386,424.1
54,2,939,1745,42,275,329,823.6,4.389,1.688,1903,0.02625,48.35,4.835,6.971,0.302,11.92,11.92,8.089,9.108,239.2,9416,1.067e+04,1093,191.1
55,2,1163,907,42,589,709,2490,6.442,1.684,5754,0.08072,449.4,44.94,8.955,0.4406,26.97,26.97,40.15,18.09,648,8297,3917,2983,504.7
56,2,1302,1484,14,241,290,1164,4.12,1.673,2690,0.03631,94.53,9.453,12.19,0.5593,20.97,5.707,2.473,44.11,158.2,4502,8.031e+04,1465,265.8
57,2,1262,1394,33,190,200,660.6,3.422,1.67,1527,0.02061,30.45,3.045,6.898,0.2839,8.348,7.947,nan,1.292,nan,nan,nan,981.1,182.2
58,2,888,2408,59,175,175,661.5,3.201,1.665,1529,0.03087,45.65,4.565,nan,nan,19.06,19.06,25.48,6.093,nan,nan,nan,1093,209.1
59,2,1222,1199,58,292,377,1162,4.698,1.661,2685,0.03731,96.93,9.693,6.957,0.2928,17.5,11.87,15.45,10.52,322.6,8936,6197,1253,203.1
60,2,1244,1239,74,617,874,2730,7.153,1.659,6308,0.08759,534.6,53.46,10.51,0.4744,23.69,17.59,28.13,11.14,570.1,6727,2815,2694,424.1
61,2,1317,1313,72,346,346,831,4.501,1.652,1920,0.02693,50.04,5.004,6.832,0.2743,29.59,29.59,44.75,13.73,1260,4.834e+04,1.607e+04,1465,271.8
62,2,1146,755,45,636,676,2411,6.291,1.646,5571,0.0847,456.5,45.65,12.2,0.5488,19.93,9.805,14.36,16.96,444.2,5420,6446,3311,486.8
63,2,1592,1620,32,177,185,1093,3.291,1.639,2526,0.03415,83.46,8.346,7.036,0.3127,15.61,10.38,10.86,4.967,246.5,7460,3555,1425,274.8
64,2,1263,1242,72,125,177,723.9,3.219,1.638,1673,0.02388,38.65,3.865,7.282,0.3731,15.22,10.3,10.19,6.383,374.2,1.62e+04,1.04e+04,840.6,164.3
65,2,1177,452,39,314,316,768.6,4.301,1.624,1776,0.02674,45.95,4.595,5.117,0.1872,11.85,4.872,nan,5.244,nan,nan,nan,1204,212
66,2,1178,950,60,200,200,841.6,3.422,1.612,1945,0.02612,49.16,4.916,6.928,0.287,15.55,15.55,18.14,7.584,518.5,2.051e+04,8979,1358,277.7
67,2,471,1953,14,191,271,887,3.983,1.596,2050,0.03,59.5,5.95,7.02,0.3129,14.35,6.92,nan,12.27,nan,nan,nan,883,170.2
68,2,1169,780,51,532,538,2394,5.612,1.595,5534,0.08277,443.1,44.31,10.3,0.4286,34.45,34.45,53.15,19.27,1180,1.473e+04,5674,3594,621.2
69,2,864,2298,63,208,243,1021,3.772,1.593,2361,0.04299,98.18,9.818,8.877,0.4333,15.53,7.04,nan,24.01,nan,nan,nan,1162,235.9
70,2,1075,790,47,424,427,1621,5,1.58,3747,0.05166,187.3,18.73,8.613,0.3586,19.69,9.315,13.21,13.35,302.9,6060,6175,2192,433
71,2,1155,835,52,439,504,2229,5.432,1.578,5151,0.06882,343,34.3,12.37,0.5878,27.37,27.37,40.85,10.37,1406,2.112e+04,6101,2774,495.8
72,2,1201,1262,52,166,201,774.7,3.43,1.577,1790,0.02639,45.71,4.571,5.353,0.2339,11.83,11.83,7.704,11.57,142.8,5595,8432,1177,259.8
73,2,1199,1033,39,217,218,628,3.572,1.559,1451,0.01958,27.49,2.749,5.086,0.1739,8.784,6.45,nan,1.16,nan,nan,nan,1003,209.1
74,2,1339,1296,67,173,195,796.9,3.379,1.557,1842,0.02637,46.98,4.698,8.793,0.4035,11.73,11.73,7.292,11.1,354.5,1.39e+04,2.124e+04,1081,215
75,2,510,1678,44,183,267,763.4,3.954,1.553,1764,0.02872,49.02,4.902,5.268,0.2109,12.99,9.559,4.24,14.49,77.24,2780,9506,762.6,152.3
76,2,1329,1355,32,141,185,599.8,3.291,1.493,1386,0.0186,24.95,2.495,5.36,0.2338,12.62,12.62,10.51,8.379,252.3,1.402e+04,1.133e+04,700.1,131.4
77,2,1367,627,33,119,119,608.9,2.639,1.491,1407,0.02121,28.88,2.888,5.121,0.1759,15.35,7.293,nan,31.76,nan,nan,nan,1099,268.8
78,2,949,1317,43,96,102,562.2,2.444,1.489,1299,0.02096,26.34,2.634,6.983,0.2974,8.447,5.109,nan,1.099,nan,nan,nan,807.2,218
79,2,1164,1277,62,160,160,1084,3.06,1.442,2505,0.03368,81.65,8.165,8.892,0.4234,31.71,8.958,20.99,7.533,767.2,2.354e+04,9053,1634,364.3
80,2,1004,1478,35,126,126,618.9,2.716,1.433,1430,0.02555,35.36,3.536,5.282,0.2155,11.03,8.024,nan,5.44,nan,nan,nan,943.2,182.2
81,2,1264,1269,69,113,113,816,2.572,1.433,1886,0.02565,46.79,4.679,7.113,0.33,14.43,14.43,15.5,7.99,481.8,1.941e+04,1.035e+04,1226,241.9
82,2,1186,910,58,150,150,640.7,2.963,1.429,1481,0.01949,27.93,2.793,5.286,0.2144,18.26,18.26,23.89,7.934,522.2,2.769e+04,9862,1159,283.7
83,2,1197,1596,25,89,89,658,2.283,1.424,1521,0.02091,30.77,3.077,5.236,0.2031,16.63,16.63,20.51,6.904,428.3,2.117e+04,7613,1137,256.8
