1,2,685,1612,24,5602,2.044e+04,5.071e+04,34.59,6.005,1.172e+05,1.656,1.877e+05,1.877e+04,24.9,0.838,35.73,35.73,55.35,16.88,339.2,211.7,69.43,1.547e+04,887
2,2,1055,442,41,3909,1.576e+04,3.716e+04,30.37,4.873,8.588e+04,1.207,1.003e+05,1.003e+04,19.65,0.5843,30.2,30.2,45.82,9.249,238.6,204.3,47.59,1.063e+04,692.9
3,2,1120,449,37,5849,1.534e+04,3.894e+04,29.96,4.525,8.999e+04,1.248,1.087e+05,1.087e+04,33.32,1.471,66.48,66.48,106.6,37.74,1524,1261,477.1,1.793e+04,1520
4,2,1130,408,38,4379,1.714e+04,3.922e+04,31.68,4.405,9.064e+04,1.26,1.105e+05,1.105e+04,20.64,0.7056,45.11,19.14,44.4,15.85,241.6,198.1,74.69,1.205e+04,836.2
5,2,577,1867,42,6569,2.088e+04,4.978e+04,34.96,4.307,1.15e+05,1.656,1.843e+05,1.843e+04,26.64,1.057,44.35,44.35,69.91,15.08,499.6,311.9,78.17,2.112e+04,1496
6,2,1459,1986,61,1916,4306,1.084e+04,15.88,4.225,2.505e+04,0.4278,1.037e+04,1037,13.14,0.4765,33.22,33.22,51.04,16.79,407.4,984.3,345.8,6602,758.6
7,2,759,1668,13,1791,5704,1.417e+04,18.27,3.769,3.274e+04,0.454,1.438e+04,1438,19.63,0.8288,20.11,15.8,23.01,7.13,313.6,714,240.2,5855,507.7
8,2,1281,1480,25,3130,8830,2.125e+04,22.74,3.674,4.911e+04,0.6764,3.214e+04,3214,24.81,0.9763,31.53,31.53,48.13,18.56,698.6,1067,433.4,9135,695.8
9,2,1062,406,40,2147,5410,1.253e+04,17.8,3.663,2.895e+04,0.402,1.126e+04,1126,18.83,0.8722,29.04,29.04,43.8,13.62,621.7,1598,542.6,6694,719.7
10,2,1106,951,38,2026,4163,9889,15.61,3.418,2.285e+04,0.3294,7285,728.5,9.753,0.347,34.99,13.27,30.28,21.14,146,457.9,324.6,6147,666
11,2,1440,616,34,3626,6544,1.675e+04,19.57,3.183,3.871e+04,0.5753,2.155e+04,2155,18.59,0.8095,20.66,15.41,23.04,7.466,238.2,428,149.8,1.233e+04,1168
12,2,570,1784,44,973,1906,4950,10.56,2.809,1.144e+04,0.1728,1912,191.2,9.91,0.3647,19,15.27,21.36,5.133,212.4,1271,343.7,3951,561.5
13,2,1014,1515,47,834,904,1914,7.275,2.797,4424,0.06609,282.9,28.29,4.829,0.1266,20.71,14.37,21.82,12.46,133.2,2083,1213,2593,301.6
14,2,857,2207,55,2707,6025,1.284e+04,18.78,2.749,2.968e+04,0.4991,1.433e+04,1433,13.05,0.4681,33.36,27.36,45.85,6.249,304.8,631.2,115.9,7956,674.9
15,2,1206,1475,28,3607,9052,2.207e+04,23.02,2.698,5.1e+04,0.6784,3.347e+04,3347,22.29,0.9778,29.71,29.71,44.97,12.03,507.5,773.2,231,1.227e+04,1066
16,2,1404,525,35,2254,4367,9374,15.99,2.696,2.166e+04,0.3203,6714,671.4,9.675,0.3165,37.87,22.24,43.76,17.74,219,706.6,298.7,7048,618.2
17,2,1282,1095,73,2025,3823,9620,14.96,2.633,2.223e+04,0.3041,6540,654,13.72,0.5903,47.33,47.33,74.89,29.37,734.1,2495,1032,6758,752.6
18,2,1129,1332,32,1.840e+04,4.786e+04,1.224e+05,52.93,2.614,2.829e+05,3.799,1.04e+06,1.04e+05,31.35,1.441,86.42,86.42,139.4,49.01,560.8,152.6,57.52,6.007e+04,3963
19,2,1353,1477,32,6182,1.488e+04,3.765e+04,29.51,2.603,8.7e+04,1.174,9.88e+04,9880,27.27,1.185,57.66,57.66,92.05,22.47,911.3,802.5,222.9,2.124e+04,1690
20,2,898,2214,55,1338,2010,4727,10.85,2.585,1.092e+04,0.2095,2214,221.4,10.27,0.4546,21.76,19.42,28.4,7.6,317.3,1565,468.2,3985,409.1
21,2,665,1709,8,632,977,2452,7.563,2.57,5667,0.07763,425.6,42.56,9.884,0.3921,16.91,11.29,13.94,5.182,278.3,3705,1456,2343,352.4
22,2,1354,449,38,736,1160,3180,8.241,2.545,7348,0.09972,708.9,70.89,14,0.6888,14.09,14.09,14.65,5.782,452.8,4693,1966,2887,436
23,2,685,708,42,337,537,1161,5.607,2.51,2684,0.04538,117.8,11.78,nan,nan,15.73,13.17,15.41,2.9,nan,nan,nan,1124,170.2
24,2,656,1696,16,2445,8742,2.023e+04,22.62,2.486,4.676e+04,0.6328,2.863e+04,2863,30.21,1.231,32.79,32.79,50.3,12.78,1137,1857,529.2,7969,740.6
25,2,631,1712,27,773,1411,3345,9.089,2.387,7730,0.1041,778.6,77.86,10.04,0.4071,17.15,17.15,21.61,3.392,326.3,3239,657.7,2319,265.8
26,2,1383,1385,32,584,814,2500,6.903,2.31,5777,0.08295,463.6,46.36,12.11,0.5499,23.46,10.62,18.66,18.41,548.7,6837,6810,2328,352.4
27,2,900,2301,58,1512,1952,6039,10.69,2.282,1.396e+04,0.269,3632,363.2,10.42,0.4572,38.01,38.01,59.22,18.83,533.2,2049,706.3,6569,824.3
28,2,1108,1392,37,1379,1809,6439,10.29,2.222,1.488e+04,0.1966,2831,283.1,19.13,0.8732,25.77,25.77,38.01,13.06,1083,5691,2103,5860,701.8
29,2,1317,1202,73,1184,1607,4169,9.699,2.16,9635,0.1373,1280,128,13.88,0.6433,27.18,27.18,40.52,14.92,937.8,7060,2773,3958,453.9
30,2,606,1719,44,2068,4743,1.216e+04,16.66,2.16,2.809e+04,0.3848,1.046e+04,1046,18.73,0.7801,33.28,33.28,51.14,14.82,739.6,1986,631.1,6968,639.1
31,2,626,1655,39,2026,3002,8035,13.26,2.155,1.857e+04,0.2477,4450,445,11.98,0.5035,56.83,22.89,55.92,38.06,500.9,2090,1449,8261,1078
32,2,1215,1327,41,920,1513,4334,9.411,2.14,1.002e+04,0.1364,1322,132.2,12.26,0.5683,22.3,11.44,19.08,14.24,331.6,2512,1906,3456,418.1
33,2,990,2329,58,1429,1719,5796,10.03,2.12,1.34e+04,0.2418,3133,313.3,8.575,0.3497,33.1,18.2,35.8,16.78,227.6,973.1,473,7131,1021
34,2,1120,976,38,467,777,1831,6.744,2.09,4232,0.05903,241.7,24.17,8.58,0.3595,13.16,11.63,9.715,4.586,195.7,3427,1679,1759,247.9
35,2,1313,479,35,896,1245,4205,8.537,2.083,9718,0.1522,1431,143.1,10.6,0.5025,36.95,16.76,36.41,10.66,487.1,3309,1071,4740,660
36,2,1156,669,52,1957,3760,1.161e+04,14.84,2.065,2.683e+04,0.3804,9875,987.5,17.4,0.7936,43.92,16.97,40.74,18.94,532.2,1446,700.2,8076,997.5
37,2,1266,1542,25,1644,2295,6079,11.59,2.044,1.405e+04,0.1935,2630,263,10.15,0.4014,36.6,17.89,37.68,14.15,319.8,1708,677.1,6063,740.6
38,2,1316,1223,66,1827,2455,9079,11.99,2.035,2.098e+04,0.2775,5634,563.4,21.3,1.047,47.42,47.42,75.05,22.9,1880,7000,2351,8297,1009
39,2,1190,988,63,1299,2109,5523,11.11,2.011,1.276e+04,0.1972,2435,243.5,10.09,0.4033,25.11,25.11,36.83,7.812,340.5,1785,442.1,4816,603.3
40,2,1443,463,36,946,1463,3691,9.254,1.989,8531,0.1231,1016,101.6,10.18,0.4081,19.82,13.06,19.34,9.532,272.3,2286,1164,3304,424.1
41,2,1542,1657,34,344,362,1012,4.603,1.941,2338,0.03085,69.77,6.977,6.804,0.278,15.85,15.85,18.8,9.52,431.3,1.445e+04,7550,1260,197.1
42,2,1316,1547,17,471,591,1492,5.882,1.856,3448,0.04723,157.5,15.75,6.895,0.2839,21.52,21.52,30.23,3.59,482.7,1.056e+04,1857,1483,203.1
43,2,1312,1346,41,528,1391,4668,9.024,1.851,1.079e+04,0.1595,1664,166.4,22.88,1.111,15.21,15.21,17.36,5.398,976.1,6326,2155,2745,412.1
