ncl,clumptype,maxpix x,maxpix y,maxpix v,Npix,Nvox,COmax,meansigv,errsigv,ellipse a,ellipse b,ellipse R,ellipse R error,area,perimeter
39,2,1007,1056,37,1105,4761,10.86074257,14.9989444,0.5849041133,22.02889433,13.91391815,28.45879928,6.129290958,2463.840721,247.875306
40,2,998,1224,45,7821,28438,10.52280426,20.45907359,0.9023729606,31.776591,50.44964703,65.0845968,15.9499285,17438.64098,1179.647541
41,2,1220,1609,23,2277,7755,10.31597042,16.69104895,0.6458542136,25.46495959,16.79546008,33.61730921,7.506760096,5077.07269,421.0893753
42,2,1143,642,48,14239,74815,10.30409336,36.45469057,1.659877424,41.8837211,65.64613047,85.2359284,25.95068012,31748.98464,1773.950985
43,2,1199,1034,39,4624,10718,10.26669598,17.00207359,0.7087924751,67.39004931,22.37678286,63.12366575,40.60081989,10310.22579,1033.311517
44,2,1460,1987,61,897,2135,10.26263523,8.412340473,0.3346304681,19.55566004,11.55387451,24.43405591,1.061662311,2000.058938,238.9159576
45,2,1444,1895,57,2420,6312,10.04914093,11.81110278,0.4903661196,17.741582,28.9280323,36.82570916,9.442321213,5395.922666,486.7912637
46,2,767,972,51,1257,3791,9.553206444,8.536900373,0.3492196822,14.21490434,35.02362685,36.27003961,18.70473047,2802.758178,289.6855986
47,2,576,1488,40,7473,20901,9.499456406,34.08319132,1.74991778,39.71351775,99.14814642,102.0015988,35.95762027,16662.69838,1290.146171
48,2,1124,1307,63,10942,35003,9.484080315,33.07326841,1.514620944,113.3925922,34.09685485,101.0752916,29.70817872,24397.59744,1660.465906
49,2,1376,1454,45,2153,7354,9.431555748,17.10693024,0.7333408076,26.75206874,13.98149933,31.4377213,10.47156954,4800.587396,576.3847478
50,2,928,1754,41,4769,9680,9.167451859,20.67045492,0.9115936606,20.92541996,41.52487945,47.91668692,14.76918181,10633.5352,892.9483916
51,2,1355,1467,19,255,500,9.031352043,6.484234723,0.1982885705,11.10126798,7.532997194,14.86502681,2.929359523,568.578628,113.4850799
52,2,1151,1655,17,928,1603,9.007079124,6.635184261,0.2331435611,12.27689914,21.96360789,26.6926496,2.805182643,2069.180262,322.5365428
53,2,1458,1742,25,1463,3615,8.888460159,10.20826627,0.4123101136,13.24349476,47.81736695,40.90624656,17.82046706,3262.080521,474.8454658
54,2,1419,754,35,4746,12681,8.804850578,13.87492438,0.6178908866,58.98109367,25.49458399,63.03414642,34.3520739,10582.25164,872.0432453
55,2,1016,1512,47,2342,3581,8.632504463,5.137514823,0.1796237055,25.49231489,33.52711587,47.52238578,14.56469444,5222.004497,444.9809711
56,2,1488,712,38,3447,9702,8.383357048,17.27730356,0.7630096659,45.16262052,26.21636995,55.93341629,18.49631993,7685.845218,725.7072213
57,2,1555,909,44,2976,6516,7.916400433,15.45537102,0.6650861447,46.55014897,19.92842907,49.50995947,16.11768878,6635.647047,668.9646814
58,2,872,1455,47,1984,6484,7.881467342,24.4328082,1.143500431,22.54400347,13.33239622,28.18156635,9.177176555,4423.764698,444.9809711
59,2,1645,1639,36,933,1860,7.591480732,8.615401662,0.3631719374,8.453627321,25.15498404,23.70440577,5.857286187,2080.328862,283.7126997
60,2,982,2312,57,329,536,7.42032671,5.146807451,0.1826473817,11.93549807,9.454023841,17.26728752,2.234228822,733.5779161,134.3902262
61,2,795,1503,51,1201,2410,7.418851376,10.43084829,0.4594419952,41.41472489,14.97309562,40.47889887,23.47622777,2677.893852,436.0216227
62,2,1493,1597,39,405,675,7.381441116,nan,nan,16.97708615,11.59736134,22.80902237,4.163378432,903.0366444,152.308923
63,2,1651,1576,39,726,1202,7.351797581,5.104058721,0.174944854,28.95001877,12.90790648,31.4230134,12.03556111,1618.7768,226.9701597
64,2,963,1416,56,657,1260,7.338654041,6.821072789,0.267194926,8.12299704,25.18344386,23.24937102,13.31517762,1464.926112,226.9701597
65,2,831,1125,43,1036,2475,7.300191879,8.798393676,0.4021636629,11.19127239,29.35090717,29.4608992,3.6534754,2309.990034,265.7940029
66,2,829,1987,47,869,1202,7.289719582,6.703160822,0.2370521469,13.03671649,24.78394057,29.21896248,11.98863961,1937.626775,265.7940029
67,2,1413,1860,59,940,1438,7.280642033,10.59004999,0.5015827411,31.63880797,9.37343848,27.99335963,5.849603184,2095.936903,307.6042954
68,2,474,1955,13,664,1646,7.256030083,12.2711396,0.5671428924,15.43341118,10.27461528,20.46959494,2.286467873,1480.534153,215.0243619
69,2,1555,852,42,992,1593,7.24021244,5.254406782,0.2069887312,10.61958113,37.88367068,32.60432553,18.01187843,2211.882349,289.6855986
70,2,1302,1638,54,2989,5345,7.223641872,13.97896542,0.6431795796,28.8332314,65.2386779,70.50091198,23.2145731,6664.633408,767.5175139
71,2,963,1991,50,653,1088,7.137562752,5.182877996,0.1896477366,17.79061132,12.10376031,23.8534441,2.618204926,1456.007232,200.0921145
72,2,915,2365,40,945,1388,7.118220806,7.008384462,0.3060320395,10.60777642,30.12017074,29.05603795,7.987621628,2107.085504,298.644947
73,2,861,1578,44,842,1661,7.115047932,8.68767729,0.3801048931,28.04283426,9.640271677,26.72705392,15.27187022,1877.424332,244.8888566
74,2,454,1759,41,541,1120,7.108631611,5.31913176,0.2239708427,18.17739454,13.38828068,25.3585094,4.912076864,1206.278579,167.2411703
75,2,921,1160,42,1124,1995,7.062200069,8.834710206,0.413718928,11.12041146,27.45154193,28.40137072,6.592816599,2506.205403,322.5365428
76,2,977,1308,35,520,787,6.989174366,5.160314689,0.186879661,11.33490154,13.34298235,19.99083029,1.457434172,1159.454457,179.1869682
77,2,1412,1392,50,459,1369,6.981323719,10.52790533,0.4809604046,13.9411003,9.096071277,18.30505145,1.849651044,1023.44153,164.2547209
78,2,931,1130,46,606,841,6.977092743,7.217237996,0.3584009155,8.501898759,13.76368405,17.58412703,1.90643802,1351.210386,223.9837103
79,2,826,1159,43,1018,1600,6.965826035,8.699190715,0.3850752932,9.806798335,24.86211001,25.38213297,5.671025674,2269.855072,343.4416891
80,2,1110,1134,37,1483,2876,6.954494953,5.332750807,0.226205234,44.25515984,15.28139631,42.27260163,3.845433,3306.674923,322.5365428
81,2,891,2170,52,807,961,6.928696632,5.186286182,0.1904865818,14.64446638,34.72602474,36.6572441,15.30689309,1799.384129,340.4552396
82,2,980,675,53,480,741,6.908817291,6.803858485,0.2575275439,14.06527584,10.05375808,19.33008852,4.253157558,1070.265653,194.1192156
83,2,894,1634,44,759,1359,6.87653923,8.736502904,0.3886498972,12.54579853,25.99103148,29.35326482,12.78802128,1692.357563,268.7804523
84,2,1463,766,33,1185,1464,6.86286211,8.683519876,0.3818292424,9.92623133,27.49917879,26.85638531,13.61667903,2642.21833,352.4010375
85,2,509,1353,28,453,959,6.857194424,8.825127333,0.4114372423,11.02467023,13.00153205,19.46146681,3.379443743,1010.06321,176.2005188
86,2,1169,1888,18,709,1006,6.854310989,7.136654688,0.33574775,9.923354904,21.50851698,23.74816162,10.9462141,1580.871558,218.0108113
87,2,1644,552,44,1800,7704,6.852612019,19.03933473,0.8487105088,18.08456198,24.7080785,34.36125235,6.700452185,4013.496198,313.5771944
88,2,1243,750,55,403,635,6.834922791,6.959036951,0.2949404792,14.07264859,8.26950317,17.53570098,3.058398213,898.5772042,164.2547209
89,2,324,2066,39,5530,14509,6.823448181,19.32716287,0.9161112544,48.15615033,34.75889,66.50500508,23.90937208,12330.35221,1081.094708
90,2,995,636,60,1240,1859,6.795419693,9.054976659,0.4666412951,12.81019747,9.087929546,17.53904283,3.754709161,2764.852936,403.1706785
91,2,450,1910,13,333,601,6.78191185,8.660414345,0.3698604435,8.245203355,14.51449827,17.78267946,3.409020794,742.4967965,134.3902262
92,2,1506,440,35,1155,2047,6.763423443,6.943421556,0.2881748573,18.82837519,12.07295726,24.5080498,6.890109643,2575.326727,283.7126997
93,2,1447,838,30,770,1447,6.758997917,6.961005596,0.2952655767,11.35589566,20.74880341,24.95184853,8.497100225,1716.884484,244.8888566
94,2,510,1564,41,1166,1842,6.755084515,10.48473531,0.4764726208,16.69532004,31.52131216,37.2902263,8.37058005,2599.853648,373.3061838
95,2,1144,1212,55,801,1960,6.74628973,13.90621563,0.6268390703,12.29613112,12.84125243,20.42600506,1.291433666,1786.005808,265.7940029
96,2,1822,290,25,1132,2782,6.741754532,10.59093245,0.5021448044,26.04206642,17.47934038,34.68132981,10.7881519,2524.043164,313.5771944
97,2,1789,303,36,2333,5434,6.730285645,13.92812784,0.6295738722,32.45934835,17.63152702,38.8875303,14.66406158,5201.937016,418.1029258
98,2,1446,1440,45,462,868,6.718105793,7.182061495,0.3463057693,21.63012369,9.105667806,22.81292135,3.40876177,1030.130691,167.2411703
99,2,855,2206,54,2022,3989,6.715952396,12.18866176,0.548387531,26.46234211,17.44834571,34.92904963,9.007823605,4508.494062,570.4118488
100,2,882,1274,40,2345,3881,6.712157249,8.660153631,0.3730211067,19.67431693,41.17850658,46.26798948,19.49398026,5228.693657,510.6828594
101,2,447,1365,47,1644,3231,6.684837818,12.55828514,0.633352141,13.47237427,40.53569785,37.9871225,23.78032908,3665.65986,415.1164764
102,2,292,2130,31,1082,2057,6.683748722,8.538653184,0.3431875552,10.04040237,27.15525247,26.84095611,14.68208176,2412.557159,289.6855986
103,2,1439,816,35,1009,2333,6.682432652,15.78480955,0.7368804502,13.83415856,8.601539645,17.73209187,4.087604842,2249.787591,349.414588
104,2,1492,651,37,639,1024,6.682353497,5.351183199,0.2311108422,29.86626166,9.544291497,27.44465533,17.56571679,1424.79115,241.9024071
105,2,1237,760,57,736,1637,6.669796944,12.77469043,0.6889052329,14.26338746,10.543526,19.93424434,2.346158809,1641.074001,212.0379124
106,2,1541,1217,40,508,1069,6.645884991,8.85578725,0.4165353543,12.96488123,9.801267036,18.3240253,3.866275983,1132.697816,182.1734177
107,2,1299,1691,29,465,739,6.627342701,5.227494807,0.2001246479,7.791226824,17.07310878,18.74799065,1.151678046,1036.819851,197.105665
108,2,952,628,59,469,561,6.624114037,5.122901448,0.1767912155,20.48739869,8.096177532,20.93528712,7.457786828,1045.738731,191.1327661
109,2,402,1643,39,2893,5945,6.616172314,12.31879414,0.5758273757,30.7606455,12.88431397,32.36114449,7.168268602,6450.580277,734.6665697
110,2,917,1530,49,1098,1697,6.552270412,7.077929749,0.321804352,26.44369189,16.08949245,33.52954939,11.4243988,2448.23268,424.0758248
111,2,572,819,46,1982,3007,6.532975197,14.12464431,0.6724860179,32.76039605,21.16931947,42.80786032,11.25570684,4419.305257,507.69641
112,2,922,1314,33,486,774,6.507423401,5.3356546,0.2270791356,7.966965468,18.73004808,19.85689842,8.407579219,1083.643973,197.105665
113,2,562,1934,18,496,1019,6.501004696,8.778445361,0.39582646,12.04733425,7.26788051,15.21054831,3.080344607,1105.941174,167.2411703
114,2,987,1157,48,1024,2674,6.481719971,8.814450474,0.404454377,22.71109479,14.76304691,29.76477031,7.407233597,2283.233392,277.7398007
115,2,1177,2021,54,1602,2713,6.473664761,12.40771052,0.6019731125,9.780306254,10.74555125,16.66426172,3.033796276,3572.011616,450.95387
116,2,383,1555,46,875,1156,6.445851326,6.886088877,0.2749549477,14.04693229,31.93609271,34.42921616,9.359852868,1951.005096,295.6584976
117,2,664,700,41,445,656,6.431360722,6.915597144,0.2831722209,16.66474309,8.250001663,19.05995321,8.45723805,992.2254488,158.2818219
118,2,1395,2024,54,420,558,6.426757336,nan,nan,7.860139309,13.6549875,16.84055018,4.975218356,936.4824461,173.2140693
119,2,821,1025,40,2790,6168,6.403952122,12.32276931,0.5779721926,23.77448522,16.08300508,31.78591087,8.617922252,6220.919106,651.0459845
120,2,1036,1545,57,925,1210,6.391415119,6.986498268,0.3004406032,12.24039588,28.69119754,30.46264226,14.70627975,2062.491101,274.7533513
121,2,1721,306,33,559,699,6.374586105,12.47646684,0.6147293602,17.84457809,3.708576349,13.22367767,1.882064341,1246.413541,247.875306
122,2,414,1347,49,609,1082,6.366063118,8.75466543,0.3940303917,9.355451785,11.11595745,16.57682379,1.320536171,1357.899547,200.0921145
123,2,1169,2218,40,1299,1680,6.361675739,6.929181824,0.2868943331,17.9980288,39.16430365,43.15719166,15.17231035,2896.406423,427.0622743
124,2,1350,1245,54,234,509,6.324207306,7.099778958,0.326532858,12.98342384,6.010206544,14.35935116,5.810950195,521.7545057,116.4715293
125,2,1006,1470,36,972,1438,6.304374695,5.225748669,0.2000044644,14.35926472,40.0653612,38.98936238,6.61536381,2167.287947,361.3603859
126,2,1821,250,35,1993,3556,6.291695118,14.0944627,0.6649910336,14.05031594,10.11656335,19.38005692,4.205212832,4443.832179,474.8454658
127,2,528,1929,27,411,561,6.266853809,7.017464689,0.3073993633,14.04064388,5.297002301,14.01858223,2.911630063,916.4149651,176.2005188
128,2,904,2293,57,668,1010,6.263219833,8.751758492,0.3913637735,6.853143176,18.04296946,18.07567026,7.673768378,1489.453033,253.848205
129,2,1593,2033,44,1506,3548,6.250293255,8.815373306,0.4054964079,17.7905202,26.66702288,35.40601842,6.013138601,3357.958485,310.5907449
130,2,1143,2283,41,705,1764,6.221630096,12.38968482,0.6013270636,10.1312234,15.14825689,20.13760312,4.150623106,1571.952677,223.9837103
131,2,416,1934,45,676,1168,6.211965561,8.770382599,0.3966337369,10.80904099,17.20638066,22.16837431,4.04302611,1507.290794,203.078564
132,2,1325,1673,59,468,703,6.210598469,5.202336297,0.194166681,22.03197593,7.541660404,20.95345825,12.83577845,1043.509011,197.105665
133,2,1247,1298,44,516,829,6.208961964,6.99476862,0.2993756121,6.932200561,14.58934846,16.34741202,6.147914245,1150.535577,206.0650135
134,2,955,704,47,928,1178,6.207446098,6.930477309,0.2845613506,22.98531611,9.83359775,24.43863588,10.83336755,2069.180262,289.6855986
135,2,1586,994,47,939,2128,6.188761234,12.31030432,0.573772602,10.73362864,29.11708006,28.73708376,11.19101318,2093.707183,322.5365428
136,2,1887,1745,41,1027,1904,6.177167416,6.962944658,0.2924173212,14.24190568,23.26267413,29.587575,7.756204733,2289.922553,337.4687901
137,2,669,1603,45,471,600,6.16705513,nan,nan,8.994383884,16.47163658,19.78561647,6.931261831,1050.198172,212.0379124
138,2,497,1635,41,246,553,6.143152237,6.96867526,0.2936860043,11.02403309,6.83082371,14.10594848,1.534158072,548.511147,113.4850799
139,2,1245,2075,42,1006,1875,6.134705067,8.889651287,0.4223230333,28.62520374,9.40929413,26.67769581,10.99658247,2243.09843,316.5636439
140,2,237,1124,39,1057,1536,6.11525774,8.839235714,0.4095026685,23.13606291,16.7005179,31.95252611,7.765583127,2356.814156,346.4281386
141,2,828,2232,61,359,612,6.082963467,7.159303907,0.3422967163,7.994632833,11.20294696,15.38370354,3.20954538,800.4695194,164.2547209
142,2,861,692,36,473,605,6.043719292,5.188643504,0.1910018849,16.07876178,5.094403867,14.7118906,5.086538781,1054.657612,209.0514629
143,2,1250,1788,53,1082,1386,6.019496441,8.745264969,0.3871266706,24.40308232,10.11000467,25.53251062,11.328878,2412.557159,504.7099605
144,2,1189,1830,51,623,778,6.016625404,8.985761374,0.4477600813,6.629611638,15.62540631,16.54455934,6.440841434,1389.115628,259.8211039
145,2,1321,1065,35,1757,2921,5.996484756,12.39553829,0.5914671131,26.17739722,11.19377567,27.8257598,9.250184927,3917.618233,522.6286573
146,2,2020,2307,41,907,1739,5.97428751,7.131405055,0.332388162,10.29232329,22.00784021,24.46475789,6.524617192,2022.35614,301.6313965
147,2,228,2071,35,1916,3101,5.968941689,10.67905655,0.5159053008,14.2746052,35.9447571,36.82097889,14.94291969,4272.14373,582.3576467
148,2,1637,2130,39,2290,4335,5.952972412,12.40317186,0.5958526933,15.15538673,49.24300041,44.40698272,23.89254795,5106.059051,606.2492425
149,2,1090,2052,52,928,1828,5.947585583,10.70614253,0.5278715798,22.65617573,8.176748609,22.1247884,11.26771432,2069.180262,283.7126997
150,2,1835,268,29,1222,2280,5.9459548,12.43715173,0.6015820383,25.07382827,12.11474564,28.33106981,12.12671476,2724.717974,388.2384311
151,2,437,2103,40,2836,6478,5.943294525,17.70393108,0.8531357081,21.46790956,49.60614172,53.04666728,13.21242443,6323.486231,806.341357
152,2,955,1384,41,728,812,5.928742886,5.250442959,0.2073588628,21.050232,11.95872242,25.79089045,7.952488118,1623.23624,247.875306
153,2,1331,1820,39,627,986,5.922988415,6.978054448,0.2972353805,9.389001411,12.05761657,17.29561214,1.474471866,1398.034509,283.7126997
154,2,1218,2158,38,765,961,5.902915955,7.094100559,0.3244083758,28.37780388,11.96864161,29.95762108,15.3489787,1705.735884,394.2113301
155,2,1048,488,56,434,855,5.889073372,10.56473557,0.491366653,9.494114703,10.23898991,16.02696525,1.275367499,967.6985276,176.2005188
156,2,1627,262,45,367,555,5.875350952,5.228855627,0.2028872283,12.59326088,9.742454532,18.00523502,1.936308757,818.3072803,164.2547209
157,2,1451,2009,62,501,776,5.781434536,7.074112178,0.3187376838,7.786181059,22.82198138,21.66877815,13.08367483,1117.089775,223.9837103
158,2,1253,1092,36,486,770,5.740063667,nan,nan,11.23036238,21.18038336,25.07028632,7.45276189,1083.643973,164.2547209
159,2,872,2202,57,425,526,5.730435848,5.300972152,0.2180935735,13.60898792,7.197943588,16.08839181,3.324096229,947.6310466,191.1327661
160,2,1138,2409,42,423,510,5.721659184,nan,nan,9.562741312,18.14652278,21.41329073,5.72222715,943.1716064,164.2547209
161,2,708,980,48,853,1246,5.721379757,7.017573666,0.304852547,12.82228548,18.37989803,24.95455159,4.658890672,1901.951254,268.7804523
162,2,572,1919,29,434,620,5.522874832,7.059471492,0.3147563586,13.65365472,10.66356692,19.61422749,4.206574506,967.6985276,188.1463166
163,2,1943,1900,39,556,873,5.520521641,8.875219955,0.4229064944,9.372471194,13.67488434,18.40282044,4.850038001,1239.724381,197.105665
